iter	MultiClass
126	0.6590349456
127	0.6586287086
128	0.6582064233
129	0.6579198282
130	0.6568249424
131	0.656026678
132	0.6549467447
133	0.6544558376
134	0.6539852712
135	0.6533163256
136	0.6531181146
137	0.6526095131
138	0.6522423679
139	0.6516319778
140	0.650992887
141	0.6503886964
142	0.6499671265
143	0.6493409789
144	0.6488585817
145	0.6486469513
146	0.6481866175
147	0.6475252275
148	0.6469229018
149	0.6465720134
150	0.6460465446
151	0.6458006019
152	0.645465359
153	0.6448553006
154	0.6443545525
155	0.6441389448
156	0.6438131636
157	0.643311304
158	0.6428159302
159	0.6420337662
160	0.6414551393
161	0.6411601074
162	0.6399541318
163	0.6395711263
164	0.6392059172
165	0.6389020175
166	0.6384984199
167	0.6376824594
168	0.6370349421
169	0.6367975261
170	0.636410391
171	0.6361270322
172	0.6354258769
173	0.6350265679
174	0.6346326579
175	0.6341282169
176	0.6340022052
177	0.633570633
178	0.6325373485
179	0.6322745692
180	0.6317358284
181	0.6313446796
182	0.6311025273
183	0.6305858901
184	0.6303393588
185	0.6296075917
186	0.6285249298
187	0.6277077325
188	0.6275287546
189	0.6269255616
190	0.6266795331
191	0.6263409154
192	0.6258532371
193	0.6251263883
194	0.6244772093
195	0.6236384254
196	0.6231404006
197	0.622797697
198	0.622651249
199	0.6219877192
200	0.6212495562
201	0.6206665315
202	0.6203006782
203	0.6195731498
204	0.6193119194
205	0.6190136166
206	0.6186751926
207	0.6178641157
208	0.6175223731
209	0.6170839926
210	0.6168282534
211	0.6166868611
212	0.6160239818
213	0.61578721
214	0.6149450812
215	0.6147482743
216	0.6137343179
217	0.6132657153
218	0.6129896837
219	0.6124454172
220	0.6121125331
221	0.6114084817
222	0.6106652843
223	0.6101917937
224	0.6099694743
225	0.6097652977
226	0.6090473658
227	0.6086528408
228	0.608208714
229	0.607883745
230	0.6076506558
231	0.6070218673
232	0.6068055536
233	0.6065967285
234	0.6060902506
235	0.6058354627
236	0.605250788
237	0.6046255374
238	0.6040301639
239	0.6035414932
240	0.6032865324
241	0.6030133182
242	0.6027371905
243	0.6025348539
244	0.6023973144
245	0.6018919064
246	0.6011792334
247	0.6004730458
248	0.5997581768
249	0.5993217471
250	0.5984840966
251	0.5981508745
252	0.5976265404
253	0.5974760185
254	0.5972859737
255	0.5970673627
256	0.5964795097
257	0.5957832388
258	0.5956377377
259	0.5953474589
260	0.5951678788
261	0.5944475363
262	0.5942683229
263	0.594005777
264	0.5939125237
265	0.5934080186
266	0.5932171024
267	0.5929375043
268	0.5924530909
269	0.5921049289
270	0.5916107622
271	0.5913828406
272	0.5911231921
273	0.5905623886
274	0.5903549198
275	0.5899050978
276	0.5894572041
277	0.5893030671
278	0.5888841098
279	0.5886701356
280	0.5881082293
281	0.5878728805
282	0.5877356142
283	0.5872864443
284	0.5867140918
285	0.5863333251
286	0.5860497101
287	0.5858703691
288	0.5856638405
289	0.585269252
290	0.5851378194
291	0.5848491193
292	0.5844906417
293	0.5841664688
294	0.5838173283
295	0.5833594486
296	0.5826540433
297	0.5821923419
298	0.5819864996
299	0.5817917087
300	0.5816230208
301	0.5813072933
302	0.5807625148
303	0.580276912
304	0.5800456592
305	0.5798354665
306	0.5797111491
307	0.5792749145
308	0.5789948028
309	0.5788247906
310	0.5784259689
311	0.5782526032
312	0.5778467717
313	0.5773056837
314	0.5772248136
315	0.576649703
316	0.5764441397
317	0.5762349936
318	0.5758287621
319	0.5754999619
320	0.5753469234
321	0.5752035267
322	0.5748840441
323	0.5745975016
324	0.5737510415
325	0.5735810103
326	0.5733703861
327	0.572993394
328	0.5727999088
329	0.5725318472
330	0.5724863855
331	0.5721245707
332	0.5717159342
333	0.5714950915
334	0.5711221598
335	0.5709523015
336	0.5705900515
337	0.5702949914
338	0.5700810993
339	0.5699687078
340	0.569805818
341	0.5695030354
342	0.5691324365
343	0.5685888104
344	0.5684679823
345	0.5683141829
346	0.5681738843
347	0.568055593
348	0.5678979536
349	0.567541225
350	0.5670441109
351	0.566820109
352	0.5664885086
353	0.5662581138
354	0.5659877767
355	0.565632081
356	0.5655204604
357	0.5654009784
358	0.5650229662
359	0.5647353012
360	0.5643677067
361	0.5638803092
362	0.5637153009
363	0.5634108513
364	0.5632329279
365	0.562986786
366	0.5628421344
367	0.5624787238
368	0.5621157026
369	0.5618808397
370	0.5614917162
371	0.5613546547
372	0.5612223322
373	0.5610462083
374	0.5607657558
375	0.5604415244
376	0.560197917
377	0.5598238826
378	0.5596559535
379	0.5595396378
380	0.5587503648
381	0.5581698399
382	0.5575578868
383	0.5572996234
384	0.5569980492
385	0.5567057452
386	0.5563904133
387	0.55613703
388	0.5559261937
389	0.5557700128
390	0.5553202865
391	0.5551900793
392	0.5549451839
393	0.5545536165
394	0.5542661151
395	0.5541270958
396	0.5539626061
397	0.5537127059
398	0.5534315312
399	0.5532025315
400	0.5528954042
401	0.5524942422
402	0.5523737963
403	0.5521813684
404	0.5519032346
405	0.5515808266
406	0.5512418725
407	0.5510222676
408	0.5508734469
409	0.5506539357
410	0.5505320939
411	0.5503520492
412	0.5499513385
413	0.5497826742
414	0.5496423865
415	0.5493872447
416	0.549044032
417	0.5486592509
418	0.548584199
419	0.5482074042
420	0.5478370942
421	0.5476623307
422	0.5472200347
423	0.5471147381
424	0.5469905123
425	0.5468727096
426	0.5466149876
427	0.5462782
428	0.546168306
429	0.5459999472
430	0.5456815149
431	0.5454513113
432	0.5451974651
433	0.5449703029
434	0.5448489422
435	0.5446948504
436	0.5444687198
437	0.5443724027
438	0.5443167973
439	0.5441771468
440	0.543639262
441	0.5433624423
442	0.54297584
443	0.5428296042
444	0.5424836692
445	0.5422214899
446	0.5420690868
447	0.541725667
448	0.5415722867
449	0.5414666243
450	0.5411359355
451	0.5409394081
452	0.5408634156
453	0.5407111077
454	0.5402084905
455	0.5400638545
456	0.5398231337
457	0.5395744177
458	0.5392264525
459	0.5391400362
460	0.5389122612
461	0.5385793111
462	0.5381294791
463	0.5378161592
464	0.5376688485
465	0.5374428313
466	0.537099591
467	0.5369514307
468	0.5367767505
469	0.5364761713
470	0.5361919533
471	0.5359795422
472	0.535723294
473	0.5354755023
474	0.5352407876
475	0.5350905019
476	0.534931918
477	0.534825856
478	0.5345620492
479	0.5342299154
480	0.5339618673
481	0.5338048535
482	0.5334698866
483	0.5332686282
484	0.5330090708
485	0.532820097
486	0.5326051567
487	0.532449843
488	0.5322775778
489	0.5321445107
490	0.5319973691
491	0.5318345373
492	0.5316721818
493	0.5315528837
494	0.5312020045
495	0.5311000743
496	0.530911398
497	0.5307893572
498	0.5305922902
499	0.5303035199
500	0.5300391347
501	0.5297017802
502	0.5294394922
503	0.5293387842
504	0.5289893107
505	0.5289130869
506	0.528813153
507	0.5286833541
508	0.5285782761
509	0.5283866132
510	0.5280818164
511	0.5279750309
512	0.5277381512
513	0.5276227354
514	0.5275161715
515	0.5273929629
516	0.5271286135
517	0.5268981573
518	0.5265445424
519	0.5261586103
520	0.5260857154
521	0.5257091502
522	0.5255132029
523	0.5251308481
524	0.5248496654
525	0.5244745914
526	0.5242158884
527	0.5240456679
528	0.5236190504
529	0.523362963
530	0.5230948551
531	0.5229840826
532	0.5227994525
533	0.5226861403
534	0.522597669
535	0.5224077729
536	0.5221008032
537	0.5218330779
538	0.5217279204
539	0.5214243036
540	0.5213107462
541	0.5209184664
542	0.5208066831
543	0.5206264208
544	0.5205200768
545	0.5203748775
546	0.5201610109
547	0.5199781907
548	0.5197318214
549	0.5194791902
550	0.519284213
551	0.5191215405
552	0.518991621
553	0.5186976453
554	0.5186575693
555	0.5184564552
556	0.5182547412
557	0.5181027458
558	0.5179718235
559	0.5176496545
560	0.5173513025
561	0.5172290432
562	0.5167951949
563	0.5165578792
564	0.5163693622
565	0.5160770087
566	0.5160121031
567	0.515854484
568	0.5155442701
569	0.5153396961
570	0.5151966112
571	0.5150717051
572	0.5148036782
573	0.5145909889
574	0.5142672645
575	0.5140838281
576	0.5138696712
577	0.5136121356
578	0.5135213658
579	0.5133681279
580	0.5131415772
581	0.512822902
582	0.5126753266
583	0.5124237415
584	0.5122803312
585	0.5120366172
586	0.5118517247
587	0.511535585
588	0.5114126938
589	0.5112374026
590	0.5111699421
591	0.5110158886
592	0.5108819663
593	0.510631368
594	0.5104936215
595	0.5103535985
596	0.5102244112
597	0.5099861071
598	0.5098352945
599	0.5095910313
600	0.5094446343
601	0.5092479023
602	0.5091201953
603	0.5089358356
604	0.5088375215
605	0.50867419
606	0.5086282794
607	0.508470338
608	0.5081527975
609	0.508093758
610	0.5078547303
611	0.5077059552
612	0.5076594606
613	0.5074393423
614	0.5072421012
615	0.5068586809
616	0.5064508485
617	0.5062675241
618	0.5061497174
619	0.5059334357
620	0.5058490187
621	0.5056669577
622	0.5054598261
623	0.5053193572
624	0.5051606515
625	0.5050516116
626	0.5049683757
627	0.5048047063
628	0.5045434213
629	0.5044324015
630	0.5041261136
631	0.5039323344
632	0.5037470575
633	0.5035551109
634	0.5034650199
635	0.5034086293
636	0.5032263776
637	0.5031146965
638	0.5029338747
639	0.502799281
640	0.5025274285
641	0.502386208
642	0.5022311062
643	0.5019745269
644	0.5018138014
645	0.5016825316
646	0.5015879813
647	0.5015060476
648	0.5013331481
649	0.5009139112
650	0.5007338855
651	0.5005813831
652	0.5005341643
653	0.5001966321
654	0.500037653
655	0.4998332217
656	0.499759737
657	0.4996165666
658	0.4994884144
659	0.4994104567
660	0.4993566827
661	0.4992424789
662	0.4991136894
663	0.4989139898
664	0.4986800598
665	0.4985605901
666	0.4984523045
667	0.4983251237
668	0.4982414921
669	0.4981047434
670	0.497877088
671	0.4977492601
672	0.4975492849
673	0.4973341192
674	0.4971178499
675	0.4968842777
676	0.4966590416
677	0.4964754524
678	0.4963533128
679	0.4962467347
680	0.4959943618
681	0.4957133781
682	0.4955016703
683	0.4954281074
684	0.4953056946
685	0.4951202574
686	0.4947919637
687	0.4946106973
688	0.4945453225
689	0.4942867286
690	0.4940823774
691	0.4939356015
692	0.4938654956
693	0.4936550042
694	0.4935783568
695	0.493368482
696	0.4931444813
697	0.4930242789
698	0.4928539916
699	0.4927911136
700	0.4925758115
701	0.4925414099
702	0.4923411645
703	0.4922024488
704	0.4920462996
705	0.4919478574
706	0.4918239811
707	0.4916208816
708	0.4915072118
709	0.4913279529
710	0.49112523
711	0.4910294942
712	0.4908742977
713	0.4907758593
714	0.4905178991
715	0.4903693319
716	0.4901437986
717	0.4899380615
718	0.4898768074
719	0.4898070299
720	0.4896721051
721	0.4894157369
722	0.4891610056
723	0.4890872152
724	0.4889057645
725	0.4888033966
726	0.4886248146
727	0.4885009565
728	0.4884219424
729	0.4882626261
730	0.4881306934
731	0.4878966904
732	0.4876599888
733	0.4874756364
734	0.4873391679
735	0.4872274664
736	0.4870377469
737	0.4869096844
738	0.4867359927
739	0.4865301181
740	0.4864898903
741	0.486205768
742	0.486128168
743	0.4859552419
744	0.4858085297
745	0.4856893577
746	0.4855768013
747	0.4853551249
748	0.4852000289
749	0.4849869945
750	0.4847311237
751	0.4846028146
752	0.4845077232
753	0.4844212857
754	0.4843389934
755	0.4841681976
756	0.4839937759
757	0.4838083576
758	0.4834769114
759	0.483253516
760	0.4831497461
761	0.4831151063
762	0.4830425632
763	0.4829446409
764	0.482787462
765	0.4826791562
766	0.4825099016
767	0.4824504071
768	0.4821969162
769	0.482125665
770	0.4820057505
771	0.4819108516
772	0.4817442462
773	0.4815898391
774	0.4811905947
775	0.4811153378
776	0.4809176904
777	0.4807458242
778	0.480644906
779	0.4805406814
780	0.480467142
781	0.4802351702
782	0.4800904462
783	0.4799445039
784	0.4797092361
785	0.4795492297
786	0.4794534235
787	0.4793245978
788	0.4792383279
789	0.4791085943
790	0.4788500967
791	0.4787014043
792	0.4786138786
793	0.478519109
794	0.4784694151
795	0.4783584122
796	0.4781454585
797	0.4780773404
798	0.4779883903
799	0.4777722755
800	0.4776116083
801	0.4775005445
802	0.4774632285
803	0.4773005643
804	0.4772422732
805	0.4771729814
806	0.476968565
807	0.4768057091
808	0.476654101
809	0.4765935866
810	0.4765150618
811	0.4763534379
812	0.4761089039
813	0.4760682985
814	0.476020878
815	0.4758823465
816	0.4757068444
817	0.4755386293
818	0.4754679391
819	0.4753040279
820	0.4752459441
821	0.474921644
822	0.4748873899
823	0.4746219777
824	0.4743847118
825	0.4742210263
826	0.4741754994
827	0.4740989621
828	0.4739599887
829	0.4738497789
830	0.4736152193
831	0.4735546166
832	0.4734092766
833	0.4733286017
834	0.4733042875
835	0.4731508299
836	0.4730219866
837	0.4728117609
838	0.4726705813
839	0.4725293113
840	0.4724695426
841	0.4723836873
842	0.4721939065
843	0.4721608275
844	0.471987644
845	0.471864104
846	0.4717877473
847	0.4716767297
848	0.4716081264
849	0.4715606896
850	0.4714697213
851	0.4713310131
852	0.471094814
853	0.4710037067
854	0.4708133534
855	0.4706297452
856	0.4705353845
857	0.4703951023
858	0.4702487303
859	0.4701952502
860	0.4701014078
861	0.4699942883
862	0.4698289506
863	0.4696490174
864	0.4695109866
865	0.4693128458
866	0.4691606632
867	0.4691184174
868	0.4690575018
869	0.4689850827
870	0.4689102621
871	0.468759434
872	0.4686988355
873	0.4685176709
874	0.4684606851
875	0.4683597761
876	0.468295789
877	0.4681925422
878	0.468081469
879	0.4680371692
880	0.4678513212
881	0.4677492686
882	0.4675598298
883	0.467367513
884	0.4672646371
885	0.4672132421
886	0.4671244436
887	0.4670005273
888	0.4669647781
889	0.466910939
890	0.4666865293
891	0.4665395976
892	0.4664420957
893	0.4663415608
894	0.4661847119
895	0.4660286593
896	0.4659631563
897	0.465819048
898	0.4656679946
899	0.4655983261
900	0.4655317849
901	0.465378683
902	0.4651434356
903	0.4650737698
904	0.4649935418
905	0.4647641971
906	0.4646485906
907	0.4644396406
908	0.4642618283
909	0.4641769804
910	0.4640934727
911	0.4640394869
912	0.4639419253
913	0.4637902565
914	0.4636356389
915	0.4635639096
916	0.4635072693
917	0.463301301
918	0.463197969
919	0.4630843383
920	0.4629962187
921	0.4628932703
922	0.4627821636
923	0.4627183866
924	0.4626495483
925	0.4625719104
926	0.462473358
927	0.462410095
928	0.4622706068
929	0.4622280436
930	0.4621368584
931	0.4620008137
932	0.4619619744
933	0.4618408009
934	0.461801961
935	0.4617214981
936	0.4616804441
937	0.461497889
938	0.4614241409
939	0.461259173
940	0.4610751376
941	0.4609205031
942	0.4607330018
943	0.460680584
944	0.4604608556
945	0.4604022168
946	0.4602309286
947	0.4600928621
948	0.4600094635
949	0.4598974199
950	0.4597520701
951	0.4596037382
952	0.459407805
953	0.4592357607
954	0.4591421663
955	0.4590101057
956	0.4588551039
957	0.4587809279
958	0.4586493139
959	0.4584996613
960	0.4584564206
961	0.4583726992
962	0.4583352946
963	0.4582759594
964	0.4580901184
965	0.4580223302
966	0.4579838423
967	0.4579080719
968	0.4578142062
969	0.4577034117
970	0.4576274742
971	0.4575275331
972	0.4574505816
973	0.4572657593
974	0.4572100144
975	0.4571000214
976	0.4569969074
977	0.4567072302
978	0.4566424549
979	0.4564922428
980	0.456451158
981	0.4563564848
982	0.4562318331
983	0.4561791048
984	0.4561161742
985	0.4560810724
986	0.4559381532
987	0.4559037213
988	0.4557579378
989	0.4556291376
990	0.4555842746
991	0.4554210425
992	0.4551937085
993	0.4549790235
994	0.4548349753
995	0.4547360219
996	0.4546866976
997	0.454572549
998	0.4544900268
999	0.45425439
