iter	Passed	Remaining
429	79584	105495
430	79756	105293
431	79927	105090
432	80100	104888
433	80272	104686
434	80445	104486
435	80616	104283
436	80793	104088
437	80966	103889
438	81140	103689
439	81313	103490
440	81485	103288
441	81657	103088
442	81830	102888
443	82001	102687
444	82171	102483
445	82346	102286
446	82522	102091
447	82696	101894
448	82869	101695
449	83041	101494
450	83212	101294
451	83385	101095
452	83556	100894
453	83727	100694
454	83904	100500
455	84087	100315
456	84269	100127
457	84448	99937
458	84628	99746
459	84805	99554
460	84985	99364
461	85162	99172
462	85341	98981
463	85515	98785
464	85686	98585
465	85860	98389
466	86044	98204
467	86216	98006
468	86386	97806
469	86560	97610
470	86730	97410
471	86927	97240
472	87107	97051
473	87286	96862
474	87465	96672
475	87675	96516
476	87868	96341
477	88072	96180
478	88269	96008
479	88471	95844
480	88654	95658
481	88856	95492
482	89059	95328
483	89238	95138
484	89433	94965
485	89619	94782
486	89796	94590
487	89988	94414
488	90179	94236
489	90363	94051
490	90534	93853
491	90730	93680
492	90916	93498
493	91122	93335
494	91301	93145
495	91503	92979
496	91687	92794
497	91861	92599
498	92033	92402
499	92204	92204
500	92376	92007
501	92546	91809
502	92718	91612
503	92888	91414
504	93063	91220
505	93231	91020
506	93417	90837
507	93604	90656
508	93782	90465
509	93959	90275
510	94137	90085
511	94313	89892
512	94491	89702
513	94667	89510
514	94844	89319
515	95022	89129
516	95219	88957
517	95411	88780
518	95626	88625
519	95827	88455
520	96002	88263
521	96178	88071
522	96380	87903
523	96558	87713
524	96740	87526
525	96914	87333
526	97093	87144
527	97276	86958
528	97453	86768
529	97633	86580
530	97812	86392
531	97992	86204
532	98172	86016
533	98352	85827
534	98529	85637
535	98707	85448
536	98885	85259
537	99065	85071
538	99247	84885
539	99429	84699
540	99611	84513
541	99792	84326
542	99969	84136
543	100147	83946
544	100330	83762
545	100519	83582
546	100693	83389
547	100876	83205
548	101066	83025
549	101245	82837
550	101427	82651
551	101607	82464
552	101782	82272
553	101961	82084
554	102141	81897
555	102324	81711
556	102503	81523
557	102680	81334
558	102863	81149
559	103042	80961
560	103238	80787
561	103445	80621
562	103622	80431
563	103819	80257
564	104002	80072
565	104182	79885
566	104355	79692
567	104536	79506
568	104722	79324
569	104904	79138
570	105081	78949
571	105253	78756
572	105425	78563
573	105598	78371
574	105770	78177
575	105942	77985
576	106115	77793
577	106289	77602
578	106462	77410
579	106636	77219
580	106806	77025
581	106983	76836
582	107157	76646
583	107330	76454
584	107506	76265
585	107678	76073
586	107849	75880
587	108033	75697
588	108215	75511
589	108393	75324
590	108561	75130
591	108733	74937
592	108904	74745
593	109076	74553
594	109252	74364
595	109454	74194
596	109628	74004
597	109805	73815
598	110004	73642
599	110197	73464
600	110388	73286
601	110574	73103
602	110779	72934
603	110988	72767
604	111191	72595
605	111386	72419
606	111585	72245
607	111793	72077
608	111982	71897
609	112182	71722
610	112372	71542
611	112554	71357
612	112730	71169
613	112933	70996
614	113131	70822
615	113321	70642
616	113533	70475
617	113724	70295
618	113911	70113
619	114116	69942
620	114303	69759
621	114486	69575
622	114666	69389
623	114844	69201
624	115022	69013
625	115202	68827
626	115380	68639
627	115562	68454
628	115740	68266
629	115920	68080
630	116097	67892
631	116278	67706
632	116455	67518
633	116633	67330
634	116817	67146
635	117009	66967
636	117203	66789
637	117394	66609
638	117584	66428
639	117766	66243
640	117955	66062
641	118153	65886
642	118333	65699
643	118516	65515
644	118706	65334
645	118886	65148
646	119062	64960
647	119254	64780
648	119439	64596
649	119630	64416
650	119809	64229
651	119983	64040
652	120154	63849
653	120326	63658
654	120497	63468
655	120670	63278
656	120843	63088
657	121012	62897
658	121186	62708
659	121355	62516
660	121528	62326
661	121700	62137
662	121870	61946
663	122045	61757
664	122217	61568
665	122389	61378
666	122559	61187
667	122729	60997
668	122901	60807
669	123070	60616
670	123241	60426
671	123452	60256
672	123664	60086
673	123847	59902
674	124025	59716
675	124204	59529
676	124378	59341
677	124550	59152
678	124722	58963
679	124895	58774
680	125069	58585
681	125240	58396
682	125411	58207
683	125583	58018
684	125752	57827
685	125923	57638
686	126094	57449
687	126265	57259
688	126438	57071
689	126609	56882
690	126784	56695
691	126954	56505
692	127124	56316
693	127307	56132
694	127504	55955
695	127681	55768
696	127855	55581
697	128027	55392
698	128196	55203
699	128372	55016
700	128544	54828
701	128715	54639
702	128885	54450
703	129054	54261
704	129224	54072
705	129418	53893
706	129611	53714
707	129805	53535
708	129987	53351
709	130168	53167
710	130353	52984
711	130555	52808
712	130754	52631
713	130947	52452
714	131126	52267
715	131313	52085
716	131519	51910
717	131703	51727
718	131896	51547
719	132084	51366
720	132281	51188
721	132470	51006
722	132661	50826
723	132845	50642
724	133039	50463
725	133256	50292
726	133474	50121
727	133655	49937
728	133857	49760
729	134061	49584
730	134267	49409
731	134449	49224
732	134656	49049
733	134840	48866
734	135017	48679
735	135191	48492
736	135374	48308
737	135551	48122
738	135726	47935
739	135922	47756
740	136115	47576
741	136291	47389
742	136470	47204
743	136644	47017
744	136822	46831
745	136999	46646
746	137173	46459
747	137350	46273
748	137527	46087
749	137702	45900
750	137878	45714
751	138050	45527
752	138227	45341
753	138404	45156
754	138579	44969
755	138755	44783
756	138931	44597
757	139106	44411
758	139281	44225
759	139460	44040
760	139635	43853
761	139811	43668
762	139985	43481
763	140159	43295
764	140335	43109
765	140511	42924
766	140685	42737
767	140860	42551
768	141036	42365
769	141212	42180
770	141389	41994
771	141566	41809
772	141744	41624
773	141918	41438
774	142091	41252
775	142265	41066
776	142443	40881
777	142620	40696
778	142795	40510
779	142970	40324
780	143147	40140
781	143325	39955
782	143503	39770
783	143679	39585
784	143856	39400
785	144032	39214
786	144207	39029
787	144384	38844
788	144561	38659
789	144736	38474
790	144912	38289
791	145090	38104
792	145268	37920
793	145447	37735
794	145622	37550
795	145797	37365
796	145983	37182
797	146156	36997
798	146332	36811
799	146509	36627
800	146684	36442
801	146860	36257
802	147036	36072
803	147211	35887
804	147386	35702
805	147562	35517
806	147739	35333
807	147918	35148
808	148094	34964
809	148271	34779
810	148444	34594
811	148621	34409
812	148796	34225
813	148972	34040
814	149149	33856
815	149322	33670
816	149511	33489
817	149689	33305
818	149866	33120
819	150043	32936
820	150217	32751
821	150393	32566
822	150570	32382
823	150745	32198
824	150919	32013
825	151096	31828
826	151277	31645
827	151453	31461
828	151632	31277
829	151808	31093
830	151984	30909
831	152163	30725
832	152339	30541
833	152515	30356
834	152715	30177
835	152908	29996
836	153083	29811
837	153261	29628
838	153454	29447
839	153630	29263
840	153805	29078
841	153981	28894
842	154156	28710
843	154333	28526
844	154509	28342
845	154686	28158
846	154860	27973
847	155038	27789
848	155242	27610
849	155442	27431
850	155636	27250
851	155813	27066
852	155988	26881
853	156181	26700
854	156365	26518
855	156549	26335
856	156724	26151
857	156899	25967
858	157076	25783
859	157253	25599
860	157428	25415
861	157606	25231
862	157780	25047
863	157955	24863
864	158131	24679
865	158306	24495
866	158483	24311
867	158660	24128
868	158836	23944
869	159013	23760
870	159189	23576
871	159365	23393
872	159539	23209
873	159715	23025
874	159889	22841
875	160065	22657
876	160243	22474
877	160418	22290
878	160595	22106
879	160768	21922
880	160943	21739
881	161120	21555
882	161295	21372
883	161472	21188
884	161649	21005
885	161824	20821
886	162003	20638
887	162181	20455
888	162358	20271
889	162536	20088
890	162713	19905
891	162888	19721
892	163064	19538
893	163240	19355
894	163417	19171
895	163594	18988
896	163771	18805
897	163945	18621
898	164120	18438
899	164295	18255
900	164471	18071
901	164651	17888
902	164827	17705
903	165005	17522
904	165178	17339
905	165353	17155
906	165528	16972
907	165704	16789
908	165880	16606
909	166055	16423
910	166232	16240
911	166408	16056
912	166584	15873
913	166763	15691
914	166939	15508
915	167113	15324
916	167290	15141
917	167466	14958
918	167643	14775
919	167820	14593
920	167997	14410
921	168174	14227
922	168365	14045
923	168571	13865
924	168762	13683
925	168936	13500
926	169137	13319
927	169320	13136
928	169505	12954
929	169732	12775
930	169905	12592
931	170111	12411
932	170292	12228
933	170464	12045
934	170667	11864
935	170852	11682
936	171026	11499
937	171199	11315
938	171382	11133
939	171575	10951
940	171765	10769
941	171947	10587
942	172119	10403
943	172316	10222
944	172492	10039
945	172667	9856
946	172844	9673
947	173020	9490
948	173199	9307
949	173375	9125
950	173551	8942
951	173727	8759
952	173902	8576
953	174082	8393
954	174257	8211
955	174432	8028
956	174611	7845
957	174789	7663
958	174964	7480
959	175140	7297
960	175315	7114
961	175494	6932
962	175669	6749
963	175847	6566
964	176028	6384
965	176203	6201
966	176378	6019
967	176554	5836
968	176728	5653
969	176904	5471
970	177075	5288
971	177253	5106
972	177428	4923
973	177603	4740
974	177810	4559
975	177997	4376
976	178177	4194
977	178366	4012
978	178550	3829
979	178735	3647
980	178907	3465
981	179082	3282
982	179257	3100
983	179433	2917
984	179609	2735
985	179784	2552
986	179958	2370
987	180132	2187
988	180307	2005
989	180478	1823
990	180652	1640
991	180827	1458
992	180999	1275
993	181173	1093
994	181345	911
995	181520	728
996	181694	546
997	181867	364
998	182042	182
999	182212	0
